DayOfWeek,DepTime,ArrTime,CRSArrTime,FlightNum,ActualElapsedTime,CRSElapsedTime,AirTime,DepDelay,Distance,TaxiIn,TaxiOut,Cancelled,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,ArrDelay
4,1454,1609,1425,3333,75,55,52,84,192,2,21,0,0,2,0,20,0,82,104
7,1302,1522,1415,4513,140,125,128,52,733,8,4,0,0,0,0,15,0,52,67
1,1034,1158,1124,182,84,79,51,29,304,3,30,0,0,10,0,5,0,19,34
3,1452,1652,1600,2223,180,175,155,47,887,4,21,0,0,0,0,5,0,47,52
4,2127,2320,1950,1186,173,145,124,182,668,6,43,0,0,182,0,28,0,0,210
4,1930,1936,1543,5836,66,68,46,235,179,7,13,0,0,0,0,233,0,0,233
5,823,1215,1157,1629,232,222,193,8,1237,6,33,0,0,0,8,10,0,0,18
3,1214,1340,1255,4125,86,80,63,39,409,4,19,0,0,0,0,6,0,39,45
4,1552,1714,1520,1695,142,115,103,87,629,11,28,0,0,6,0,27,0,81,114
4,1205,1435,1404,392,150,159,129,40,950,5,16,0,0,0,0,31,0,0,31
6,1836,1931,1905,579,55,60,44,31,248,5,6,0,0,0,0,15,0,11,26
4,1726,1907,1802,277,101,112,85,76,647,5,11,0,0,6,0,0,0,59,65
5,2024,2134,1920,4806,70,80,55,144,185,7,8,0,0,105,0,0,0,29,134
1,1425,1438,1410,4506,73,75,51,30,235,5,17,0,0,0,0,27,0,1,28
4,1213,1537,1430,1638,144,155,130,78,984,5,9,0,0,67,0,0,0,0,67
4,2018,2150,2110,1769,152,140,107,28,678,6,39,0,0,8,0,12,0,20,40
5,1748,2138,1926,1448,170,156,147,118,1012,5,18,0,0,0,19,14,0,99,132
2,1712,1907,1835,507,115,105,93,22,491,7,15,0,0,0,0,10,0,22,32
3,700,902,827,1708,122,132,102,45,742,12,8,0,0,35,0,0,0,0,35
7,1442,1618,1439,1757,156,160,136,103,887,6,14,0,0,5,0,0,0,94,99
7,2315,144,2355,1958,149,175,137,135,1142,5,7,0,0,0,0,0,0,109,109
1,2051,1,2311,5867,190,181,153,41,1041,6,31,0,0,0,0,0,0,50,50
7,1212,1504,905,4544,112,125,94,372,694,9,9,0,0,0,359,0,0,0,359
4,1453,1736,1439,121,283,251,266,145,1745,5,12,0,0,29,0,32,0,116,177
6,1732,1832,1750,3067,60,65,46,47,294,5,9,0,0,0,0,0,0,42,42
4,30,811,700,262,281,280,256,70,2342,8,17,0,0,3,0,1,0,67,71
1,649,955,855,3862,186,140,118,14,626,11,57,0,0,14,0,46,0,0,60
2,1911,2133,2053,627,262,253,228,31,1541,6,28,0,0,31,0,9,0,0,40
5,1722,1720,1658,4459,58,59,29,23,151,3,26,0,0,22,0,0,0,0,22
4,1352,1516,1459,468,84,89,71,22,447,4,9,0,0,5,0,0,0,12,17
4,1510,1600,1544,4097,110,114,85,20,574,3,22,0,0,16,0,0,0,0,16
1,1948,2131,2025,1411,163,165,118,68,719,7,38,0,0,0,0,0,0,66,66
3,1752,1921,1848,6543,89,76,57,20,349,9,23,0,0,0,0,0,0,33,33
2,1019,1637,1409,702,198,224,181,174,1678,5,12,0,0,148,0,0,0,0,148
4,1140,1259,1225,2614,139,155,123,50,957,4,12,0,0,5,0,0,0,29,34
5,1353,1503,1430,565,70,70,51,33,338,7,12,0,0,0,0,0,0,33,33
7,1909,2019,1835,4791,70,80,44,114,214,3,23,0,0,16,0,0,0,88,104
4,843,959,858,6742,76,58,34,43,125,10,32,0,0,0,0,0,61,0,61
5,1430,1624,1420,3552,174,145,159,95,785,7,8,0,0,0,0,29,0,95,124
2,1956,2039,1900,4064,43,55,32,111,139,5,6,0,0,0,0,95,0,4,99
7,2320,39,2215,2879,139,145,121,150,725,5,13,0,0,0,0,144,0,0,144
7,1721,1923,1829,481,182,155,127,27,843,27,28,0,0,0,0,48,0,6,54
2,1634,1805,1712,6402,91,93,65,55,451,4,22,0,0,0,0,0,0,53,53
7,1938,2145,1940,1436,187,165,150,103,957,25,12,0,0,12,0,22,0,91,125
7,1452,1734,1719,6474,102,118,79,31,677,5,18,0,0,15,0,0,0,0,15
4,1742,1854,1830,406,72,80,54,32,336,11,7,0,0,8,0,0,0,16,24
3,906,1011,950,1081,245,250,216,26,1747,8,21,0,0,21,0,0,0,0,21
5,815,1259,1235,3244,164,175,146,35,1235,4,14,0,0,9,0,0,0,15,24
1,1238,1406,1335,1100,88,90,73,33,480,4,11,0,0,31,0,0,0,0,31
4,9,833,635,98,324,310,286,104,2454,12,26,0,0,0,0,14,0,104,118
4,1838,2016,1920,931,98,84,54,42,337,17,27,0,0,7,0,14,0,35,56
4,1642,1906,1845,1865,84,70,54,7,338,4,26,0,0,0,0,14,0,7,21
4,2034,2238,2212,1057,124,117,76,19,340,8,40,0,0,4,0,7,0,15,26
6,1538,1644,1624,76,66,69,40,23,256,13,13,0,0,0,0,0,0,20,20
1,1833,1909,1839,5442,36,48,29,42,110,1,6,0,0,0,0,0,0,30,30
4,1944,2213,1855,1208,149,85,58,134,334,4,87,0,0,0,0,198,0,0,198
7,1932,2057,1950,6431,205,198,182,60,1210,11,12,0,0,0,0,0,0,67,67
3,1050,1306,1227,621,136,132,98,35,646,7,31,0,0,0,0,4,0,35,39
3,1555,23,2210,264,328,335,286,140,2611,8,34,0,0,0,0,98,0,35,133
3,2004,2038,2005,4398,94,70,38,9,137,12,44,0,0,0,0,33,0,0,33
5,1834,2122,2050,2041,108,125,98,49,737,4,6,0,0,2,0,0,0,30,32
7,1156,1314,1259,5478,78,79,59,16,250,4,15,0,0,15,0,0,0,0,15
7,1009,1756,1737,184,287,326,269,58,2521,5,13,0,0,11,0,0,0,8,19
3,1012,1301,1238,5893,229,217,207,11,1437,5,17,0,0,11,0,12,0,0,23
3,1314,1442,1420,1675,88,85,63,19,386,16,9,0,0,5,0,3,0,14,22
6,1152,1456,1424,1626,124,119,83,27,629,22,19,0,0,0,0,7,0,25,32
2,1955,2048,2029,327,113,131,92,37,622,2,19,0,0,0,0,0,0,19,19
3,1635,1809,1724,4170,94,99,71,50,528,4,19,0,0,36,0,9,0,0,45
2,2040,2358,2330,1573,138,130,118,20,895,10,10,0,0,0,5,8,0,15,28
4,1832,2010,1829,6001,98,94,63,97,416,24,11,0,0,0,0,4,0,97,101
4,1341,1556,1535,1918,75,75,55,21,365,3,17,0,0,8,0,0,0,13,21
3,622,1254,1219,54,272,244,217,7,1846,3,52,0,0,7,0,28,0,0,35
6,935,1233,1105,1557,178,133,104,43,758,5,69,0,0,0,0,45,43,0,88
2,1514,1617,1551,4892,123,127,97,30,774,4,22,0,0,26,0,0,0,0,26
4,1149,1356,1215,4022,187,125,122,39,599,5,60,0,0,0,101,0,0,0,101
5,1150,1330,1246,1161,100,101,77,45,507,3,20,0,0,0,0,0,0,44,44
3,901,1002,935,2005,61,65,48,31,281,3,10,0,0,23,0,0,0,4,27
7,1821,2000,1821,5473,99,99,86,99,329,5,8,0,0,99,0,0,0,0,99
7,2019,2134,2110,2045,135,130,96,19,612,7,32,0,0,0,0,9,0,15,24
4,2004,2315,2259,738,131,124,106,9,775,4,21,0,0,9,0,7,0,0,16
3,1721,1857,1818,932,96,113,84,56,603,3,9,0,0,0,0,0,0,39,39
7,916,1158,1100,518,162,170,133,66,1090,9,20,0,0,0,0,0,0,58,58
4,1647,1937,1916,943,350,336,323,7,2486,8,19,0,0,7,0,14,0,0,21
3,1707,1817,1710,1334,70,80,56,77,336,4,10,0,0,67,0,0,0,0,67
1,1030,1134,1045,511,64,60,42,45,190,13,9,0,0,0,0,4,0,45,49
7,1845,2346,2210,1363,181,210,163,125,1521,3,15,0,0,0,7,0,0,89,96
5,1830,1928,1854,773,118,114,88,30,629,7,23,0,0,0,0,25,0,9,34
3,1443,1614,1459,992,91,89,65,73,416,8,18,0,0,0,0,75,0,0,75
5,1942,2128,2035,1865,226,200,195,27,1231,7,24,0,0,27,0,26,0,0,53
3,1902,2126,2030,3734,144,125,129,37,626,6,9,0,0,0,0,19,0,37,56
6,1417,1538,1433,3938,81,83,63,67,357,5,13,0,0,0,65,0,0,0,65
3,828,958,930,756,90,85,64,23,403,3,23,0,0,23,0,5,0,0,28
1,1932,2252,2215,3467,140,140,114,37,859,4,22,0,0,0,0,0,0,37,37
1,2027,2304,1944,6449,217,204,191,187,1249,4,22,0,0,0,0,0,0,200,200
1,1404,1738,1657,572,154,147,130,34,992,12,12,0,0,0,0,7,0,34,41
1,2122,2344,2118,5832,82,81,48,145,286,4,30,0,0,0,0,1,0,145,146
3,1016,1522,1452,1140,186,171,151,15,1123,4,31,0,0,10,0,15,0,5,30
1,1118,1241,1157,4169,83,76,53,37,321,3,27,0,0,37,0,7,0,0,44
1,1902,2000,1935,1391,118,105,98,12,569,6,14,0,0,4,0,13,0,8,25
1,1718,1811,1730,1019,53,65,42,53,236,5,6,0,0,0,0,0,0,41,41
3,1551,1721,1628,1524,90,91,64,54,414,7,19,0,0,21,0,0,0,32,53
3,1308,1307,1250,4279,59,59,36,17,171,4,19,0,0,17,0,0,0,0,17
6,1131,1214,1156,3939,103,98,74,13,501,5,24,0,0,13,0,5,0,0,18
7,1819,2012,1940,2125,113,125,102,44,802,5,6,0,0,4,0,0,0,28,32
1,2010,2153,2027,165,223,231,206,94,1436,9,8,0,0,0,0,0,0,86,86
6,1556,1746,1713,390,110,103,95,26,605,2,13,0,0,0,0,7,0,26,33
6,2223,2329,2210,2064,66,75,54,88,395,5,7,0,0,0,0,0,0,79,79
5,1612,1713,1610,3833,181,195,169,77,1301,6,6,0,0,0,7,0,0,56,63
6,1219,1535,1509,1020,136,147,109,37,888,18,9,0,0,15,0,0,0,11,26
4,1416,1503,1310,30,47,60,40,126,276,2,5,0,0,0,0,0,0,113,113
2,1844,1933,1847,6241,49,57,29,54,174,4,16,0,0,0,0,0,0,46,46
4,1446,1542,1345,3044,56,50,33,111,109,12,11,0,0,111,0,6,0,0,117
3,1810,1917,1857,4238,67,71,48,24,164,10,9,0,0,20,0,0,0,0,20
7,1220,1453,1410,576,153,160,129,50,989,7,17,0,0,0,0,0,0,43,43
3,1614,1721,1655,990,67,60,55,19,308,3,9,0,0,0,0,7,0,19,26
4,2051,2150,2124,681,59,64,33,31,215,6,20,0,0,8,0,0,0,18,26
4,2132,2245,2015,1411,133,165,116,182,719,6,11,0,0,0,0,150,0,0,150
1,1620,1706,1633,4612,106,93,65,20,264,6,35,0,0,20,0,13,0,0,33
5,2208,2259,2155,1555,51,50,34,63,159,5,12,0,0,36,0,1,0,27,64
6,1050,1317,1245,2317,147,150,122,35,802,15,10,0,0,32,0,0,0,0,32
4,1900,1912,1845,403,72,70,58,25,271,4,10,0,0,4,0,2,0,21,27
7,1253,1415,1400,282,82,75,47,8,231,10,25,0,0,0,0,7,0,8,15
4,1848,2241,2157,1564,173,177,146,48,1144,4,23,0,0,11,0,0,0,33,44
5,1747,2131,2110,1188,164,160,142,17,1192,4,18,0,0,9,0,4,0,8,21
3,2201,2329,2255,1755,88,85,67,31,423,4,17,0,0,21,0,3,0,10,34
7,2319,138,2150,2725,79,85,63,234,487,6,10,0,0,165,0,0,0,63,228
4,1636,1745,1730,36,69,70,54,16,319,4,11,0,0,0,0,0,0,15,15
7,2230,239,5,1747,189,190,155,155,1448,5,29,0,0,0,0,0,0,154,154
5,1610,1909,1845,770,119,110,90,15,629,7,22,0,0,0,0,13,0,11,24
4,1808,1924,1743,493,76,83,59,108,370,5,12,0,0,101,0,0,0,0,101
4,1358,1718,1659,940,140,141,114,20,888,8,18,0,0,6,0,0,0,13,19
7,1112,1523,1450,1600,191,165,152,7,1192,22,17,0,0,5,0,26,0,2,33
1,1824,2101,2014,653,277,279,250,49,1829,6,21,0,0,0,0,0,0,47,47
4,1344,1724,1520,1769,160,155,137,119,997,4,19,0,0,110,0,5,0,9,124
2,1022,1118,1015,8,56,55,45,62,237,2,9,0,0,0,0,1,0,62,63
5,952,1122,1035,1195,210,210,190,47,1290,6,14,0,0,47,0,0,0,0,47
3,1833,2001,1818,473,148,136,118,91,622,7,23,0,0,0,0,103,0,0,103
6,1816,2117,1845,1107,181,155,129,126,859,19,33,0,0,0,0,126,0,26,152
1,1840,2012,1819,275,92,94,68,115,403,4,20,0,0,113,0,0,0,0,113
7,1742,1909,1635,1144,87,85,70,152,446,1,16,0,0,0,0,2,0,152,154
4,1658,1953,1905,2341,175,155,127,28,802,21,27,0,0,0,21,27,0,0,48
1,1807,1923,1651,514,76,80,67,156,299,3,6,0,0,0,0,152,0,0,152
6,2038,2233,2151,920,115,81,52,8,279,42,21,0,0,8,0,34,0,0,42
4,2030,2142,2105,2497,72,70,52,35,304,5,15,0,0,0,0,2,0,35,37
1,2051,2118,1913,5969,87,82,47,120,177,7,33,0,0,0,0,125,0,0,125
5,2246,2350,2334,710,64,59,40,11,192,7,17,0,0,11,0,5,0,0,16
1,1936,2247,2200,2537,191,160,158,16,1011,3,30,0,0,6,0,31,0,10,47
3,1526,2228,2159,46,242,239,218,26,1979,4,20,0,0,13,0,3,0,13,29
5,1712,2037,2001,466,145,151,115,42,967,7,23,0,0,0,6,0,0,30,36
3,941,1346,1241,4063,185,184,145,64,1249,6,34,0,0,0,0,65,0,0,65
5,2125,2226,2206,285,121,121,101,20,621,5,15,0,0,0,0,0,0,20,20
4,829,1016,954,62,107,103,84,18,571,4,19,0,0,0,0,4,0,18,22
7,1717,1843,1805,1573,86,95,73,47,507,5,8,0,0,14,0,0,0,24,38
7,1422,1534,1237,400,132,133,110,178,651,7,15,0,0,0,0,177,0,0,177
6,1102,1559,1519,410,177,184,160,47,1337,3,14,0,0,0,0,0,0,40,40
2,1532,1626,1359,4254,54,49,38,142,147,10,6,0,0,0,0,96,0,51,147
5,1714,1912,1845,4584,178,166,156,15,963,6,16,0,0,0,0,12,0,15,27
6,912,1150,1050,299,338,340,312,62,2342,4,22,0,0,26,0,0,0,34,60
5,2140,2314,2120,3766,94,95,83,115,377,3,8,0,0,3,0,0,0,111,114
5,1831,2212,1731,1678,161,176,137,296,1186,5,19,0,0,0,0,280,0,1,281
5,628,658,643,6143,90,95,68,20,416,11,11,0,0,0,0,0,15,0,15
2,1723,1844,1820,2137,81,80,57,23,185,10,14,0,0,0,0,24,0,0,24
1,706,1133,1040,648,267,230,241,16,1597,10,16,0,0,16,0,37,0,0,53
1,1129,1418,1349,50,109,119,91,39,689,5,13,0,0,29,0,0,0,0,29
4,1703,1831,1757,6533,88,86,61,32,458,5,22,0,0,0,0,0,0,34,34
1,1530,1641,1615,4465,71,75,49,30,299,4,18,0,0,26,0,0,0,0,26
4,1932,2027,2005,76,235,245,224,32,1591,3,8,0,0,5,0,0,0,17,22
7,2107,2208,2050,3757,61,65,40,82,281,9,12,0,0,20,0,0,0,58,78
4,1056,1158,1140,1981,62,70,47,26,256,5,10,0,0,8,0,0,0,10,18
7,2134,2241,2144,1936,67,74,36,64,185,5,26,0,0,0,0,0,0,57,57
7,1413,1709,1351,812,116,114,86,196,641,6,24,0,0,0,0,2,0,196,198
5,2141,2302,2133,1672,141,133,105,81,599,12,24,0,0,0,0,89,0,0,89
7,2238,37,14,62,119,119,96,23,679,3,20,0,0,0,0,0,0,23,23
3,1303,1608,1345,1314,125,130,100,148,813,11,14,0,0,143,0,0,0,0,143
7,1424,1552,1310,1915,88,75,37,149,236,6,45,0,0,0,0,161,0,1,162
2,1305,1406,1310,26,61,60,45,55,276,6,10,0,0,26,0,1,0,29,56
2,1833,2144,2115,836,131,135,106,33,733,5,20,0,0,0,0,0,0,29,29
2,1633,1827,1755,840,114,105,87,23,508,4,23,0,0,23,0,9,0,0,32
5,1709,1834,1815,3540,85,85,64,19,383,14,7,0,0,0,0,3,0,16,19
6,1230,1612,1541,336,162,138,96,7,862,41,25,0,0,7,0,24,0,0,31
2,1312,1957,1650,198,285,220,218,122,1652,12,55,0,0,0,0,187,0,0,187
3,1942,1956,1830,4322,74,80,59,92,296,8,7,0,0,0,0,0,0,86,86
1,1043,1704,1630,1148,261,245,230,18,1864,7,24,0,0,0,0,16,0,18,34
5,1759,1840,1825,57,41,50,30,24,177,3,8,0,0,3,0,0,0,12,15
2,1211,1324,1205,3657,73,80,61,86,394,2,10,0,0,0,5,0,0,74,79
4,2037,2332,2310,2364,115,110,90,17,647,5,20,0,0,6,0,5,0,11,22
2,1247,1419,1355,311,92,87,60,19,372,4,28,0,0,0,0,5,0,19,24
7,922,1103,1009,653,161,163,147,56,967,4,10,0,0,41,0,13,0,0,54
3,2141,2220,2205,610,39,45,28,21,148,6,5,0,0,4,0,0,0,11,15
4,2108,2238,2155,1951,90,70,50,23,236,5,35,0,0,0,0,30,0,13,43
4,751,949,920,1247,238,230,219,21,1464,3,16,0,0,21,0,8,0,0,29
4,1009,1557,1459,1534,228,214,200,44,1515,9,19,0,0,0,0,58,0,0,58
1,1248,1353,1330,624,65,65,46,23,347,5,14,0,0,23,0,0,0,0,23
5,1755,1921,1700,134,86,75,71,130,437,3,12,0,0,130,0,11,0,0,141
7,1833,1959,1930,2671,86,90,68,33,475,6,12,0,0,0,0,0,0,29,29
4,907,1038,945,3595,91,85,70,47,447,3,18,0,0,0,0,6,0,47,53
4,2037,2158,2125,1511,81,90,64,42,444,11,6,0,0,0,0,0,0,33,33
3,2148,2302,2210,3207,74,70,63,48,351,5,6,0,0,0,0,4,0,48,52
4,1255,1546,1425,1124,171,120,116,30,631,3,52,0,0,2,0,51,0,28,81
5,1137,1404,1300,1034,147,90,117,7,280,7,23,0,0,7,0,57,0,0,64
5,1745,2003,1920,557,198,185,163,30,1162,3,32,0,0,0,0,17,0,26,43
5,1326,1913,1225,1306,227,210,170,391,1464,19,38,0,0,0,0,408,0,0,408
2,1902,2029,1910,2875,147,161,113,93,725,5,29,0,0,0,0,79,0,0,79
4,1402,1536,1445,3500,94,90,71,47,451,7,16,0,0,22,0,4,0,25,51
1,915,1039,1006,389,144,156,130,45,957,4,10,0,0,0,0,0,0,33,33
4,1653,1753,1715,3092,60,47,32,25,109,7,21,0,0,0,0,13,0,25,38
5,1457,2259,2155,264,302,320,286,82,2611,5,11,0,0,64,0,0,0,0,64
4,1630,1747,1720,92,77,70,43,20,236,6,28,0,0,2,0,7,0,18,27
6,828,1050,915,3590,202,180,166,73,1003,14,22,0,0,73,0,22,0,0,95
6,2002,2117,2055,3266,75,85,67,32,471,4,4,0,0,3,0,0,0,19,22
5,1148,1431,1401,143,283,267,260,14,1846,7,16,0,0,6,0,16,0,8,30
2,1402,1535,1504,573,93,89,69,27,414,9,15,0,0,0,0,4,0,27,31
5,1928,2033,2000,1327,65,65,50,33,293,4,11,0,0,4,0,0,0,29,33
5,1351,2133,2048,100,282,303,256,66,2419,8,18,0,0,0,0,0,0,45,45
2,2205,22,2240,1502,137,150,119,115,925,7,11,0,0,0,47,0,0,55,102
2,2042,2200,2040,1964,78,90,53,92,403,14,11,0,0,0,0,0,0,80,80
2,1111,1133,1116,137,82,75,45,10,256,17,20,0,0,0,0,7,0,10,17
6,1142,1313,1255,3456,151,145,129,12,812,10,12,0,0,3,0,6,0,9,18
6,39,602,515,1212,203,215,190,59,1660,4,9,0,0,14,0,0,0,33,47
4,1820,2102,2036,1447,162,161,135,25,901,7,20,0,0,25,0,1,0,0,26
6,1437,2001,1730,710,264,195,167,82,1302,22,75,0,0,0,0,134,0,17,151
5,2209,2308,2250,3492,119,120,109,19,646,4,6,0,0,12,0,0,0,6,18
4,2009,2222,2150,426,133,140,121,39,756,5,7,0,0,2,0,0,0,30,32
4,1644,1746,1655,3620,62,65,45,54,282,10,7,0,0,0,0,0,0,51,51
2,1257,1426,1406,3805,89,76,64,7,347,5,20,0,0,0,0,13,0,7,20
7,1108,1219,1040,3991,131,135,111,103,622,8,12,0,0,21,0,0,0,78,99
2,1737,1852,1545,1902,75,65,54,177,319,2,19,0,0,21,0,10,0,156,187
5,931,1106,946,6035,95,105,77,90,462,4,14,0,0,0,0,0,0,80,80
3,1757,2030,1804,362,93,95,80,148,533,3,10,0,0,63,0,0,0,83,146
1,856,1030,1005,1077,214,225,196,36,1464,7,11,0,0,25,0,0,0,0,25
7,1324,1451,1429,1547,147,169,130,44,867,5,12,0,0,0,0,0,0,22,22
6,1408,1628,1429,4835,140,124,105,103,658,4,31,0,0,0,103,16,0,0,119
4,2102,2347,2320,361,165,170,149,32,1050,6,10,0,0,2,0,0,0,25,27
7,1834,2007,1810,1285,213,220,190,124,1438,2,21,0,0,106,0,0,0,11,117
7,2119,2257,2209,593,158,144,138,34,846,7,13,0,0,34,0,14,0,0,48
1,1737,1813,1649,6620,36,46,26,94,125,3,7,0,0,0,0,0,0,84,84
7,1331,1450,1258,5494,79,70,59,103,199,4,16,0,0,0,0,112,0,0,112
1,1849,2128,2046,733,339,331,307,34,2125,6,26,0,0,34,0,8,0,0,42
7,1759,1915,1855,3753,76,70,53,14,282,3,20,0,0,14,0,6,0,0,20
3,1817,2345,2210,1363,208,210,180,97,1521,15,13,0,0,0,95,0,0,0,95
3,1845,2031,1429,4835,106,124,92,380,658,6,8,0,0,352,0,0,0,10,362
2,2215,110,39,225,355,359,338,35,2419,3,14,0,0,11,0,0,0,20,31
7,1053,1657,1400,2123,244,195,179,128,1491,3,62,0,0,128,0,49,0,0,177
1,1717,1907,1844,4486,110,124,87,37,569,7,16,0,0,0,0,23,0,0,23
4,2026,2120,2020,2891,174,185,161,71,1090,4,9,0,0,0,0,0,0,60,60
1,1959,2125,2056,547,146,166,125,49,867,7,14,0,0,7,0,0,0,22,29
3,827,1108,1021,1773,161,146,109,32,728,4,48,0,0,32,0,15,0,0,47
3,1843,1945,1815,482,62,65,50,93,313,4,8,0,0,1,0,0,0,89,90
2,1028,1216,1009,653,168,163,133,122,967,5,30,0,0,122,0,5,0,0,127
4,1725,2012,1930,2804,107,118,92,53,641,4,11,0,0,0,0,0,0,42,42
5,1245,1601,1540,1112,136,135,115,20,929,2,19,0,0,14,0,1,0,6,21
3,1255,1404,1239,4779,69,82,57,98,363,5,7,0,0,85,0,0,0,0,85
1,1845,2037,2007,5944,112,106,77,24,557,17,18,0,0,24,0,6,0,0,30
4,1939,2125,1819,5728,106,94,90,174,304,2,14,0,0,186,0,0,0,0,186
7,1848,1925,1850,3492,37,45,28,43,133,4,5,0,0,35,0,0,0,0,35
1,1701,1826,1745,4198,85,60,47,16,174,18,20,0,0,0,0,38,0,3,41
6,2352,718,608,44,266,283,247,87,2288,5,14,0,0,70,0,0,0,0,70
7,1647,2040,1925,278,413,400,390,62,3043,5,18,0,0,62,0,13,0,0,75
6,941,1009,610,4001,88,70,47,221,223,34,7,0,0,221,0,18,0,0,239
4,1335,1510,1320,3367,155,170,139,125,987,8,8,0,0,5,0,0,0,105,110
7,2004,2057,2030,4039,113,125,93,39,599,5,15,0,0,0,0,0,0,27,27
7,1058,1139,1105,2130,101,85,77,18,370,9,15,0,0,0,0,21,0,13,34
7,1112,1348,1315,2340,156,140,106,17,802,6,44,0,0,0,0,28,0,5,33
5,1328,1639,1555,2469,191,195,178,48,1093,4,9,0,0,44,0,0,0,0,44
2,1624,2135,2022,703,251,237,195,59,1597,5,51,0,0,0,59,14,0,0,73
1,1953,2150,2101,1481,297,306,278,58,2158,6,13,0,0,0,0,0,0,49,49
2,1015,1224,1205,64,129,150,114,40,1005,5,10,0,0,0,0,0,0,19,19
1,1901,2119,2040,1471,78,65,64,26,271,5,9,0,0,0,0,13,0,26,39
2,58,844,650,276,286,305,267,133,2342,4,15,0,0,13,0,0,0,101,114
2,1252,1559,1410,1549,187,160,133,82,957,6,48,0,0,0,0,27,0,82,109
6,746,1027,1011,1551,281,290,248,25,1813,24,9,0,0,16,0,0,0,0,16
1,1920,2140,2015,1445,320,295,300,60,2136,9,11,0,0,37,0,25,0,23,85
5,1715,2018,1945,896,123,119,91,29,606,12,20,0,0,12,0,4,0,17,33
6,733,1548,1509,651,315,309,299,33,2521,5,11,0,0,0,0,39,0,0,39
4,1606,1930,1901,1092,204,196,177,21,1237,12,15,0,0,4,0,9,0,16,29
6,2130,2254,2230,1659,84,85,60,25,403,2,22,0,0,24,0,0,0,0,24
6,2100,2320,2105,1093,200,185,165,120,1118,8,27,0,0,120,0,15,0,0,135
5,1908,2018,1950,3853,70,75,50,33,364,4,16,0,0,28,0,0,0,0,28
4,1842,2004,1729,4295,82,64,40,137,196,13,29,0,0,0,0,18,0,137,155
2,1317,1305,1250,4279,48,59,32,26,171,3,13,0,0,9,0,0,0,6,15
7,2146,2313,2045,1274,147,115,112,116,629,24,11,0,0,0,0,133,0,15,148
7,1207,1523,1426,1592,196,146,122,7,879,7,67,0,0,7,0,50,0,0,57
4,1711,1828,1810,2610,77,85,58,26,349,7,12,0,0,10,0,0,0,8,18
3,1922,2138,2105,1100,136,140,114,37,859,5,17,0,0,23,0,0,0,10,33
7,1851,2014,1946,506,83,84,60,29,372,16,7,0,0,28,0,0,0,0,28
5,1205,1316,1249,4828,71,79,52,35,363,14,5,0,0,27,0,0,0,0,27
7,1235,1456,1405,4349,81,70,45,40,296,6,30,0,0,40,0,11,0,0,51
1,2337,22,2225,1768,45,50,36,122,192,3,6,0,0,0,0,0,0,117,117
1,1950,130,55,1052,220,235,209,50,1750,4,7,0,0,0,0,0,0,35,35
1,1759,2303,2155,498,244,225,197,49,1562,9,38,0,0,0,0,68,0,0,68
4,2028,2257,2240,1948,149,165,137,33,1050,5,7,0,0,0,0,0,0,17,17
5,1815,2045,2001,1447,150,161,129,55,901,6,15,0,0,44,0,0,0,0,44
4,2031,2142,1955,1595,191,180,168,96,1055,7,16,0,0,79,0,11,0,17,107
6,1218,1243,1210,12,85,100,69,48,495,8,8,0,0,3,0,0,0,30,33
4,2129,2337,2313,1473,128,123,105,19,679,5,18,0,0,19,0,5,0,0,24
4,1956,2102,2029,3257,66,59,34,26,140,8,24,0,0,26,0,7,0,0,33
1,2357,152,2220,2185,115,125,102,222,756,4,9,0,0,4,0,0,0,208,212
7,1430,1655,1522,4415,145,156,129,104,852,9,7,0,0,0,0,0,0,93,93
5,1417,1701,1644,432,104,114,82,27,599,6,16,0,0,0,0,0,0,17,17
7,2233,2301,2231,4866,88,91,73,33,449,3,12,0,0,30,0,0,0,0,30
3,1937,2305,2215,605,148,140,130,42,1046,4,14,0,0,0,0,8,0,42,50
4,2012,2319,2250,99,187,225,144,67,1005,5,38,0,0,9,0,0,0,20,29
5,1227,2101,1939,50,334,319,280,67,2248,26,28,0,0,0,0,82,0,0,82
3,940,1153,1127,1772,193,182,165,15,936,11,17,0,0,15,0,11,0,0,26
1,2057,40,2245,1235,223,215,201,107,1249,4,18,0,0,0,0,8,0,107,115
6,1032,1215,1055,5715,103,92,80,69,304,4,19,0,0,0,0,80,0,0,80
2,1956,2126,2045,2115,90,90,70,41,290,6,14,0,0,0,0,0,0,41,41
5,1105,1249,1229,4229,164,154,119,10,723,13,32,0,0,0,0,10,0,10,20
1,1059,1209,1103,6168,70,75,55,71,349,8,7,0,0,0,0,0,0,66,66
1,1725,1831,1800,3320,66,53,34,18,103,21,11,0,0,0,0,13,0,18,31
6,1039,1054,1015,1691,75,74,41,38,264,9,25,0,0,38,0,1,0,0,39
2,1903,2143,2101,127,280,261,243,23,1745,10,27,0,0,0,0,19,0,23,42
4,1337,1443,1414,5749,66,64,54,27,222,3,9,0,0,29,0,0,0,0,29
4,1745,1903,1750,5905,78,54,25,49,109,38,15,0,0,0,0,24,0,49,73
6,2123,122,2205,613,239,210,170,168,1090,11,58,0,0,168,0,29,0,0,197
6,954,1109,1050,379,75,75,55,19,328,6,14,0,0,19,0,0,0,0,19
2,1354,1905,1545,1472,191,203,170,212,1506,3,18,0,0,200,0,0,0,0,200
