administrative,administrative_duration,informational,informational_duration,product_related,product_related_duration,bounce_rates,exit_rates,page_values,special_day,month,operating_systems,browser,region,traffic_type,visitor_type,weekend,revenue
3,28.65,0,0.0,9,75.05,0.066666667,0.111111111,0.0,0.0,9,3,2,4,3,2,0,0
1,12.6,0,0.0,6,140.7,0.0,0.00952381,15.89480154,0.0,3,2,10,3,2,2,1,1
3,37.6,0,0.0,12,299.2666667,0.0,0.030769231,0.0,0.0,9,3,2,1,6,2,0,0
0,0.0,0,0.0,12,1287.0,0.0,0.016666667,0.0,0.4,6,4,2,2,13,2,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,0,3,3,2,2,2,1,0
0,0.0,1,0.0,10,210.25,0.0,0.018181818,0.0,0.0,7,1,1,1,2,0,0,0
12,316.55,3,221.0,67,1564.444444,0.002631579,0.022549176,1.089771303,0.0,6,2,2,4,3,2,0,0
0,0.0,0,0.0,27,520.0,0.0,0.003703704,0.0,0.0,7,8,2,3,20,0,0,1
7,85.52916667,3,255.5,45,2996.4875,0.014814815,0.02628108,2.0905,0.0,6,2,2,3,3,2,0,0
3,44.0,4,1636.0,49,4945.083333,0.009259259,0.029444444,6.165,0.8,6,2,2,2,4,2,0,1
13,214.8823529,0,0.0,41,1182.106162,0.0,0.018485839,4.465398354,0.0,5,2,4,3,2,2,0,0
0,0.0,0,0.0,5,427.0,0.0,0.04,0.0,0.0,5,3,3,3,9,2,1,0
1,45.5,3,1021.666667,130,3376.027564,0.007518797,0.029169274,0.0,0.0,1,2,2,1,1,2,0,0
5,79.7,0,0.0,27,1051.55,0.00862069,0.016896552,9.128607511,0.0,8,2,5,1,13,2,0,0
6,89.46666667,1,32.0,81,1141.061905,0.001605136,0.004809853,27.89977528,0.0,6,4,2,6,3,2,1,0
2,298.2,0,0.0,48,1850.116667,0.004081633,0.004421769,7.56292207,0.0,7,1,1,2,2,2,1,1
0,0.0,0,0.0,12,247.0,0.0,0.016666667,0.0,0.0,1,8,1,3,1,2,1,0
7,102.5,0,0.0,9,64.75,0.0,0.027272727,0.0,0.0,7,2,2,5,2,0,0,0
9,122.0,1,87.0,50,1694.797619,0.008928571,0.018154762,0.0,0.0,5,1,1,1,3,2,1,0
0,0.0,1,2.0,12,1311.0,0.053333333,0.084722222,0.0,0.0,6,3,2,1,15,2,0,0
0,0.0,0,0.0,16,196.3333333,0.0125,0.023958333,0.0,0.0,8,1,1,3,2,2,1,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,6,1,1,1,3,2,1,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.8,2,1,1,1,2,2,1,0
12,232.3404762,1,19.2,22,504.0285714,0.0,0.003763441,0.0,0.0,9,1,1,1,3,0,0,0
0,0.0,0,0.0,20,665.4722222,0.0,0.0145,0.0,0.8,2,3,2,7,4,2,1,0
0,0.0,0,0.0,1,0.5,0.0,0.066666667,0.0,0.0,1,2,2,4,13,2,0,0
0,0.0,0,0.0,3,139.0,0.0,0.066666667,127.3080148,0.0,1,2,10,1,2,2,0,1
0,0.0,0,0.0,72,2347.716667,0.028169014,0.037793427,0.0,0.8,6,3,2,1,13,2,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,5,2,2,1,3,2,0,0
0,0.0,0,0.0,10,856.3333333,0.025,0.05,0.0,0.0,6,1,2,2,4,2,1,0
10,163.425,0,0.0,73,1077.511667,0.0,0.005833333,0.0,0.0,7,2,2,5,4,2,0,0
5,376.8,3,105.6666667,6,441.4666667,0.0,0.003333333,0.0,0.0,5,2,2,1,1,2,0,0
0,0.0,0,0.0,2,0.0,0.0,0.2,0.0,0.0,7,1,1,1,1,2,0,0
0,0.0,0,0.0,6,53.0,0.0,0.06,0.0,0.0,5,2,2,7,3,2,1,0
0,0.0,0,0.0,2,18.0,0.0,0.1,0.0,0.0,7,2,2,2,6,2,1,0
0,0.0,0,0.0,7,93.7,0.028571429,0.071428571,0.0,1.0,6,3,2,2,4,2,1,0
1,4.0,0,0.0,36,440.6,0.011111111,0.041898148,0.0,1.0,6,3,2,3,1,2,1,0
0,0.0,1,0.0,10,326.6666667,0.0,0.045454545,0.0,0.0,6,1,1,4,1,2,1,0
1,98.5,0,0.0,5,436.5,0.0,0.016666667,0.0,0.0,5,7,1,1,2,0,1,0
0,0.0,0,0.0,5,91.0,0.0,0.06,0.0,0.6,6,1,1,1,3,2,0,0
4,193.4,0,0.0,3,364.7,0.0,0.028571429,0.0,0.0,8,2,2,4,4,2,0,0
5,119.15,0,0.0,17,457.2333333,0.0,0.007407407,0.0,0.0,6,3,2,3,2,2,0,0
10,316.1405025,7,321.6666667,287,12983.78771,0.000668896,0.006998399,1.088158231,0.0,5,2,4,3,8,0,0,0
3,334.0,0,0.0,32,4316.833333,0.0,0.003030303,42.70505393,0.0,1,8,13,9,20,1,0,1
1,9.0,0,0.0,19,734.5833333,0.016666667,0.044444444,0.0,0.0,5,2,10,1,1,2,0,0
0,0.0,0,0.0,8,136.75,0.005,0.105,0.0,0.0,5,2,2,2,10,2,0,0
1,14.2,1,26.2,3,25.2,0.0,0.04,0.0,0.0,7,6,2,9,2,2,0,0
0,0.0,0,0.0,17,445.0,0.047058824,0.062745098,0.0,0.0,5,2,2,6,1,2,0,0
7,104.45,0,0.0,63,1242.661699,0.011911765,0.02691802,0.0,0.0,7,1,1,8,2,2,0,0
1,3.0,0,0.0,34,1767.4,0.011515152,0.039004329,0.0,0.0,7,3,2,4,3,2,0,0
0,0.0,2,11.4,43,763.6614286,0.004545455,0.021212121,0.0,0.0,7,2,2,1,1,2,0,0
0,0.0,0,0.0,69,5793.52381,0.0,0.007835821,0.0,0.0,7,2,2,1,8,0,0,0
0,0.0,0,0.0,44,1502.291667,0.004545455,0.027272727,0.0,0.0,1,2,2,1,2,0,0,0
0,0.0,0,0.0,26,955.375,0.0,0.008333333,0.0,0.0,1,2,2,7,2,0,1,0
0,0.0,0,0.0,55,1119.543056,0.005454545,0.008870523,0.0,0.0,7,1,1,1,3,2,0,0
1,34.3,0,0.0,22,722.1333333,0.018181818,0.045,0.0,0.0,9,2,2,8,1,2,0,0
0,0.0,0,0.0,30,685.75,0.0,0.036507937,0.0,0.0,1,2,2,2,3,2,0,0
10,274.25,5,247.75,61,2267.330952,0.002739726,0.005348989,48.6094789,0.0,7,2,2,1,2,2,0,1
2,33.5,0,0.0,108,2270.908333,0.005504587,0.029663609,0.0,0.0,7,2,2,1,3,2,0,0
8,224.0,0,0.0,16,315.25,0.0,0.011111111,0.0,0.0,6,3,2,1,5,0,0,0
0,0.0,1,257.0,31,1906.8,0.01875,0.048125,22.62989583,0.4,6,2,2,2,11,2,0,1
1,0.0,0,0.0,8,192.1666667,0.0,0.025,0.0,0.0,5,1,1,9,9,2,1,0
5,102.5333333,0,0.0,74,2396.690316,0.002699055,0.020349845,15.03328131,0.0,5,2,5,6,1,2,0,0
0,0.0,0,0.0,12,336.8,0.0,0.006666667,0.0,0.6,6,2,2,1,2,2,0,0
2,77.7,1,2.0,24,551.1583333,0.004166667,0.054444444,7.945368291,0.0,1,2,2,9,2,2,0,0
0,0.0,0,0.0,18,1217.85,0.0,0.020833333,0.0,0.6,6,2,5,1,4,2,0,0
0,0.0,0,0.0,5,178.8333333,0.0,0.04,0.0,0.0,7,2,2,7,13,2,1,0
5,44.01666667,0,0.0,4,162.5333333,0.0,0.0,39.27673964,0.0,0,4,2,1,2,2,0,1
0,0.0,0,0.0,72,1353.115146,0.002857143,0.007277211,0.0,0.0,6,2,2,1,4,2,1,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,5,1,1,3,3,2,0,0
4,120.0,0,0.0,13,293.0,0.0,0.014285714,0.0,0.0,5,1,2,1,10,2,0,0
0,0.0,0,0.0,41,1271.333333,0.029268293,0.047560976,0.0,0.4,6,2,2,1,13,2,0,0
0,0.0,0,0.0,2,15.0,0.0,0.1,0.0,0.0,1,1,1,1,10,2,0,0
2,95.0,0,0.0,24,360.5416667,0.011538462,0.017948718,0.0,0.0,1,1,1,1,1,2,0,0
8,122.0416667,0,0.0,14,338.7916667,0.0,0.025,0.0,0.0,1,2,2,7,3,2,0,0
0,0.0,0,0.0,6,657.5,0.0,0.011111111,0.0,0.0,6,2,2,1,13,2,0,0
1,0.0,4,154.8333333,224,5209.958128,0.008311643,0.021844997,0.0,0.0,7,1,2,3,2,2,0,1
0,0.0,0,0.0,22,185.25,0.021212121,0.075757576,0.0,0.0,7,2,7,1,1,2,1,0
3,123.5,1,0.0,22,759.5833333,0.0,0.0096,46.6785275,0.0,7,1,1,3,2,2,0,1
1,5.0,0,0.0,17,463.6666667,0.0,0.024444444,0.0,0.0,6,2,2,7,4,2,1,0
3,76.25,0,0.0,16,301.6666667,0.014285714,0.031746032,0.0,0.0,7,1,1,4,8,2,0,0
5,75.16666667,0,0.0,12,115.1666667,0.028571429,0.042857143,0.0,0.0,5,2,2,8,1,2,0,0
2,87.0,0,0.0,20,918.0833333,0.0075,0.010666667,0.0,0.0,6,1,1,2,2,2,0,0
1,38.0,0,0.0,29,986.8333333,0.013793103,0.035057471,0.0,0.0,6,2,4,3,4,2,0,0
7,70.0,4,35.0,131,4442.394444,0.011678832,0.014283502,0.0,0.0,7,4,1,1,2,2,1,0
4,60.0,3,37.83333333,21,868.0166667,0.0,0.008,40.72562976,0.0,1,1,1,1,2,0,0,1
7,154.4,0,0.0,33,1267.06,0.021621622,0.040540541,0.0,0.0,4,2,2,1,3,2,0,0
3,17.0,0,0.0,71,2086.666667,0.005555556,0.019907407,0.0,0.0,1,2,2,7,3,2,0,0
5,368.4,0,0.0,14,481.9666667,0.010526316,0.031578947,0.0,0.0,9,1,1,1,2,2,0,0
0,0.0,0,0.0,4,145.2,0.0,0.025,0.0,0.0,0,2,4,7,2,2,0,0
0,0.0,0,0.0,2,19.0,0.0,0.1,0.0,0.0,6,2,2,1,4,2,0,0
9,181.375,0,0.0,116,4426.650649,0.0,0.008064516,84.30663844,0.0,6,2,2,2,6,2,1,1
0,0.0,0,0.0,22,1190.941667,0.0,0.003174603,0.0,0.0,7,3,2,2,6,0,1,0
0,0.0,0,0.0,50,1085.891081,0.025952381,0.041398682,0.0,0.0,8,1,1,1,4,2,0,0
4,147.6666667,2,96.33333333,46,1041.316345,0.000571429,0.013478622,2.690792571,0.0,6,2,2,6,4,2,1,0
0,0.0,0,0.0,9,462.5,0.075,0.0875,0.0,0.0,6,1,1,3,3,2,0,0
9,118.0,2,10.0,16,401.95,0.004761905,0.013015873,0.0,0.0,6,1,1,1,3,2,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,7,1,1,3,8,2,0,0
5,86.5,0,0.0,68,2241.844444,0.010958904,0.023059361,0.0,0.8,6,3,2,3,4,2,0,0
0,0.0,0,0.0,2,18.0,0.0,0.1,0.0,0.0,7,1,1,1,1,2,0,0
0,0.0,1,0.0,1,102.0,0.0,0.1,0.0,0.4,6,2,2,1,2,2,0,0
0,0.0,0,0.0,4,0.0,0.2,0.2,0.0,0.0,5,2,2,3,1,2,0,0
9,250.2222222,5,343.875,82,5076.380556,0.0,0.010982424,28.41708136,0.0,1,3,2,1,13,2,0,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,5,3,3,3,3,2,0,0
1,0.0,2,6.0,9,195.1666667,0.0,0.066666667,0.0,0.0,4,4,2,3,4,2,0,0
1,0.0,1,37.4,23,1146.5,0.015384615,0.023076923,72.52076923,0.0,6,2,4,1,4,2,1,1
0,0.0,0,0.0,12,152.0,0.0,0.002380952,0.0,1.0,6,3,2,1,2,2,1,0
4,93.6,0,0.0,8,69.4,0.090909091,0.103030303,0.0,0.0,9,2,2,1,3,2,0,0
2,31.0,1,16.0,36,2083.530952,0.0,0.01351025,0.0,0.8,2,2,2,4,3,2,0,0
9,88.60416667,0,0.0,114,2997.00203,0.0,0.005989942,32.56725746,0.0,7,2,4,2,2,2,0,1
5,211.25,0,0.0,22,1344.75,0.034782609,0.048447205,0.0,0.0,7,3,2,2,8,2,0,0
4,158.3333333,1,9.0,9,634.2,0.005555556,0.008095238,0.0,0.0,5,3,2,1,1,2,1,0
1,68.0,0,0.0,55,4277.0,0.003636364,0.021212121,7.291757576,0.0,6,1,1,1,1,2,1,0
2,47.66666667,0,0.0,5,72.33333333,0.0,0.014285714,0.0,0.0,5,1,1,8,2,0,0,0
0,0.0,0,0.0,11,877.9166667,0.0,0.043636364,0.0,0.0,7,1,1,4,2,0,0,0
3,84.0,0,0.0,59,1720.422222,0.026984127,0.038231522,0.0,0.0,8,3,2,1,3,2,1,0
0,0.0,0,0.0,5,62.75,0.0,0.04,0.0,0.0,1,2,2,6,2,2,1,0
0,0.0,0,0.0,12,375.0,0.016666667,0.058333333,0.0,0.0,2,3,2,4,1,2,0,0
0,0.0,1,19.0,27,1523.05,0.0,0.001851852,22.12888889,0.0,6,1,1,1,4,2,0,1
7,186.1,0,0.0,32,906.3,0.005128205,0.025641026,20.91692308,0.0,6,2,2,1,1,2,0,0
13,318.7202381,1,0.0,60,1205.945238,0.008823529,0.01709646,5.710061275,0.0,6,2,2,3,13,2,0,1
6,87.7,2,60.5,24,448.1945887,0.0,0.005747126,0.0,0.0,7,2,5,1,8,0,0,0
11,216.2285714,6,704.75,304,11250.48672,0.006697236,0.018717242,1.37270775,0.0,7,2,2,1,2,2,0,1
1,10.0,0,0.0,11,578.0,0.0,0.011688312,0.0,0.0,6,1,2,1,1,2,0,0
9,162.4911765,0,0.0,32,1162.797222,0.0,0.020175439,47.99566725,0.0,7,1,2,1,8,2,0,1
2,59.0,0,0.0,3,82.0,0.04,0.06,0.0,0.0,6,1,1,6,3,0,0,0
2,18.0,0,0.0,32,871.8333333,0.009375,0.020833333,31.903875,0.6,6,4,1,1,3,2,0,0
2,20.0,0,0.0,7,720.0,0.0,0.011111111,0.0,0.0,5,2,2,3,6,2,0,0
1,101.0,0,0.0,4,100.5,0.0,0.04,0.0,0.0,6,3,3,1,3,0,1,0
0,0.0,0,0.0,4,72.5,0.0,0.05,0.0,0.0,1,1,1,8,10,2,0,0
0,0.0,0,0.0,5,42.0,0.04,0.08,0.0,0.0,6,2,2,2,13,2,0,0
0,0.0,0,0.0,28,608.5227273,0.015384615,0.021952663,0.0,0.0,6,2,2,1,6,2,1,0
0,0.0,0,0.0,12,748.25,0.016666667,0.022222222,0.0,0.0,7,1,2,1,2,2,1,0
0,0.0,0,0.0,14,655.1666667,0.0,0.007692308,0.0,0.0,6,2,2,7,4,2,1,0
0,0.0,0,0.0,8,710.0,0.0,0.025,45.4895,0.8,6,1,1,6,4,2,0,1
4,14.0,0,0.0,13,288.0,0.0125,0.0375,0.0,0.0,5,1,1,4,2,2,1,0
4,141.7619048,0,0.0,20,850.0357143,0.025,0.041666667,0.0,0.0,6,2,2,6,4,2,0,0
0,0.0,0,0.0,8,358.0,0.05,0.075,0.0,1.0,6,1,1,1,2,2,1,0
0,0.0,0,0.0,9,1178.25,0.0,0.025,0.0,0.0,7,3,2,1,10,2,0,0
0,0.0,0,0.0,20,1002.366667,0.0,0.007894737,47.57898514,0.0,8,2,2,4,2,2,1,1
4,42.0,1,28.5,34,1367.0,0.0,0.001960784,0.0,0.0,7,2,2,3,2,2,0,0
0,0.0,0,0.0,4,226.8,0.04,0.06,12.83702398,0.0,7,1,1,6,2,2,0,1
0,0.0,0,0.0,22,346.8333333,0.038095238,0.057142857,12.55885714,0.0,6,2,2,7,2,2,0,1
0,0.0,0,0.0,16,462.0,0.0125,0.05,0.0,0.0,6,1,1,1,6,2,0,0
4,304.6,0,0.0,7,137.6,0.0,0.0375,0.0,0.0,0,3,2,1,5,0,0,0
4,136.5,0,0.0,130,3507.365152,0.022807018,0.042471564,0.0,0.0,9,2,4,2,1,2,0,0
0,0.0,0,0.0,18,437.1875,0.011111111,0.006878307,0.0,0.0,5,1,1,7,9,2,1,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,6,2,2,7,4,2,0,0
0,0.0,0,0.0,4,1440.0,0.0,0.05,0.0,0.8,6,2,2,5,1,2,0,0
0,0.0,0,0.0,50,1156.384921,0.008,0.0355,0.0,0.6,6,2,2,4,1,2,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,7,1,1,3,3,2,0,0
3,14.0,0,0.0,27,1585.666667,0.026666667,0.058333333,0.0,0.0,5,2,2,6,1,2,1,0
6,1541.5,0,0.0,8,188.5,0.0,0.015384615,0.0,0.0,6,3,2,5,4,0,1,0
6,129.75,0,0.0,42,1173.07,0.0,0.005319149,18.95323404,0.0,5,2,2,3,8,0,1,1
4,38.30555556,0,0.0,52,1630.972222,0.012,0.026,0.0,1.0,6,6,5,3,2,2,1,0
2,14.2,0,0.0,53,2016.566667,0.003636364,0.036363636,8.154361332,0.0,4,2,2,3,3,2,0,1
4,63.6,0,0.0,27,459.9636364,0.007407407,0.033950617,0.0,0.0,6,1,1,1,3,2,1,0
14,662.5357143,2,58.0,41,854.2863248,0.01875,0.021194084,10.17225,0.0,6,3,2,4,4,2,1,1
0,0.0,0,0.0,2,16.2,0.0,0.1,0.0,0.0,8,1,1,1,2,0,0,0
0,0.0,0,0.0,6,137.0,0.066666667,0.1,0.0,0.0,7,1,1,1,1,2,0,0
1,23.0,0,0.0,15,656.25,0.028571429,0.028571429,0.0,0.0,5,1,1,8,2,2,1,0
3,49.75,0,0.0,59,754.2261905,0.0,0.003333333,0.0,0.0,6,3,2,7,11,0,0,0
1,7.0,0,0.0,5,78.5,0.0,0.028571429,0.0,0.0,1,2,2,7,1,2,0,0
1,19.0,0,0.0,43,1457.113095,0.023809524,0.04015873,0.0,0.0,7,3,6,1,2,2,1,0
0,0.0,0,0.0,58,1645.966667,0.014285714,0.036607143,0.0,0.0,6,2,2,2,1,2,0,0
5,78.4,0,0.0,35,706.4,0.024561404,0.039824561,26.5455,0.0,6,3,2,1,2,2,1,0
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,5,2,2,1,3,2,1,0
2,37.5,0,0.0,55,1420.472496,0.001212121,0.005750251,0.0,0.8,6,1,1,3,4,2,0,0
3,92.83333333,0,0.0,24,463.8166667,0.002666667,0.015333333,17.84230699,0.0,5,1,1,1,2,2,0,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,1.0,6,3,2,7,6,2,1,0
1,65.5,1,38.5,131,3902.664774,0.008888889,0.02287037,0.0,0.0,7,3,2,3,1,2,0,0
2,18.6,0,0.0,85,2834.280117,0.004883721,0.013388945,37.42337649,0.0,7,2,2,1,1,2,1,0
1,3.0,0,0.0,10,577.1666667,0.0,0.022222222,0.0,0.0,1,1,1,3,1,2,0,0
1,5.0,0,0.0,17,389.0,0.0,0.041666667,9.297,0.0,6,2,4,3,2,2,0,0
0,0.0,2,52.5,18,502.0,0.0,0.01,0.0,0.0,1,8,2,9,2,0,1,0
8,335.0636364,3,738.0833333,36,2228.707287,0.005853659,0.010086083,27.79149135,0.0,1,1,1,3,2,0,0,0
2,145.0,0,0.0,7,196.5,0.0,0.0125,0.0,0.0,6,3,2,4,1,2,0,0
0,0.0,0,0.0,63,5220.083333,0.0,0.003329865,51.46331148,0.0,5,2,5,3,1,2,1,1
5,42.18181818,0,0.0,12,231.1818182,0.0,0.01,0.0,0.0,5,2,2,1,2,0,1,0
3,83.6,0,0.0,6,314.4,0.0,0.025,0.0,0.0,8,1,1,4,2,0,0,0
1,3.5,0,0.0,26,433.6366667,0.0,0.007692308,0.0,0.0,3,2,5,3,3,0,1,0
2,41.2,0,0.0,36,595.8,0.0,0.005405405,0.0,0.0,7,4,2,2,4,2,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,5,1,1,1,1,2,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,5,2,2,7,1,2,0,0
1,0.0,0,0.0,15,541.0625,0.052380952,0.093809524,0.0,0.0,1,2,4,5,1,2,0,0
7,221.0,0,0.0,27,1753.583333,0.0,0.013131313,0.0,0.2,6,1,1,1,3,2,0,0
0,0.0,0,0.0,18,902.0,0.0,0.007407407,0.0,0.0,2,2,7,2,4,2,0,0
4,92.0,0,0.0,19,1148.838095,0.012121212,0.025289256,32.06509091,0.0,6,3,2,3,3,2,0,0
2,137.0,0,0.0,6,185.4,0.0,0.028571429,44.89345937,0.0,8,2,2,7,4,2,0,1
0,0.0,7,269.6666667,24,518.85,0.019139785,0.025371224,0.0,0.0,3,1,1,6,2,2,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,1.0,6,1,1,4,1,2,1,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,6,6,7,3,15,2,0,0
4,91.33333333,0,0.0,27,759.0857143,0.0,0.007407407,9.065333333,0.0,6,1,10,1,3,2,1,0
0,0.0,0,0.0,3,52.5,0.066666667,0.1,0.0,0.0,1,3,2,3,3,2,0,0
3,23.16666667,0,0.0,12,122.225,0.0,0.014285714,0.0,0.0,1,2,2,9,2,0,1,0
3,119.5,0,0.0,17,673.625,0.02,0.02,0.0,0.0,1,3,2,1,10,2,1,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,5,2,2,9,2,0,1,0
0,0.0,1,0.0,7,188.0,0.0,0.033333333,0.0,0.0,5,2,2,1,8,0,0,0
17,218.741707,4,808.5,74,3591.744196,0.019767442,0.015609868,0.0,0.0,7,3,2,1,2,2,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,6,2,2,1,3,2,0,0
7,290.6666667,0,0.0,35,1384.533333,0.001754386,0.016885965,12.68583158,0.0,6,2,2,2,2,2,1,0
0,0.0,0,0.0,37,1229.766667,0.005405405,0.014414414,0.0,0.0,5,2,2,1,3,2,1,0
1,25.0,0,0.0,28,2258.833333,0.007142857,0.046428571,0.0,0.0,5,2,2,3,3,2,1,0
0,0.0,0,0.0,7,1749.0,0.047619048,0.104761905,0.0,0.0,1,2,2,1,2,2,0,0
0,0.0,0,0.0,12,482.5,0.02,0.04,0.0,0.0,7,1,2,1,10,2,0,0
0,0.0,0,0.0,6,90.16666667,0.033333333,0.066666667,0.0,0.0,7,3,2,4,1,2,1,0
0,0.0,0,0.0,19,1210.1,0.0,0.005555556,0.0,0.0,7,1,1,3,10,2,0,0
2,40.0,2,162.0,17,481.6666667,0.024561404,0.036842105,32.64521053,0.0,5,2,7,3,2,2,0,0
0,0.0,0,0.0,6,59.0,0.0,0.033333333,0.0,0.0,5,2,2,1,2,2,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,6,3,2,3,15,2,1,0
1,15.2,2,62.6,84,4941.698611,0.017647059,0.038705882,0.0,0.0,9,1,8,6,1,2,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,6,2,2,2,13,2,0,0
3,37.2,1,0.0,3,14.0,0.0,0.033333333,0.0,0.0,9,2,7,7,2,0,1,0
0,0.0,0,0.0,10,664.5,0.0,0.04,0.0,0.0,7,2,2,8,2,0,1,0
7,236.4,0,0.0,14,341.7,0.059649123,0.084210526,0.0,0.0,4,3,2,4,3,2,0,0
0,0.0,0,0.0,20,267.5,0.022222222,0.028888889,0.0,0.6,6,2,2,1,13,2,0,0
0,0.0,0,0.0,3,26.0,0.0,0.066666667,0.0,0.0,1,2,2,1,2,0,0,0
0,0.0,0,0.0,59,3036.4,0.0,0.021186441,0.0,0.0,5,2,2,6,13,2,1,0
14,352.1071429,2,759.0,64,3660.342875,0.014155251,0.023835616,9.641067457,0.0,7,3,2,3,2,2,1,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,1,1,6,2,2,1,0
0,0.0,0,0.0,17,344.3333333,0.005555556,0.030555556,26.985,0.0,6,2,2,1,5,2,0,0
6,416.0,2,121.0,94,2881.684524,0.006122449,0.025340136,0.0,0.0,7,3,2,2,13,2,0,0
0,0.0,1,59.5,44,2284.488095,0.0,0.003359173,0.0,0.0,1,3,3,2,8,2,0,0
1,72.66666667,4,345.0,24,879.9090909,0.0,0.035897436,6.482798269,0.0,5,2,4,4,1,2,0,1
2,34.91666667,1,33.5,21,496.4821429,0.008695652,0.025120773,0.0,0.0,1,3,2,1,2,2,0,0
5,176.25,0,0.0,13,1183.05,0.0,0.0375,0.0,0.0,1,2,2,1,2,2,0,0
2,43.0,0,0.0,3,23.0,0.0,0.04,0.0,0.0,5,2,4,9,2,2,0,0
9,266.7433333,4,1312.4,26,743.4766667,0.0,0.021969697,9.284545518,0.0,7,2,7,1,2,2,1,1
3,19.0,0,0.0,53,2544.166667,0.00617284,0.016049383,0.0,0.0,6,2,2,3,2,2,0,0
10,163.6333333,1,294.0,80,1979.3,0.002325581,0.024224806,19.73335395,0.0,7,2,1,2,2,2,1,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,6,1,1,2,3,2,0,0
0,0.0,0,0.0,19,224.0,0.0,0.052631579,0.0,0.0,6,2,2,3,19,2,0,0
0,0.0,1,222.0,25,1545.833333,0.007692308,0.024358974,0.0,0.0,6,2,4,1,2,2,0,0
2,46.4,0,0.0,16,463.36,0.0,0.011111111,46.33991252,0.0,9,2,2,7,2,2,0,1
5,73.125,2,53.5,200,6671.290144,0.003458896,0.012152531,0.0,0.0,7,2,2,4,2,2,0,0
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.8,6,3,2,1,13,2,0,0
1,82.0,0,0.0,62,1243.17619,0.006451613,0.00983871,0.0,0.0,1,1,1,6,2,2,0,0
0,0.0,0,0.0,25,1131.8,0.024,0.033142857,0.0,0.0,4,1,1,4,1,2,1,0
0,0.0,0,0.0,1,24.0,0.0,0.1,0.0,0.0,6,1,1,4,3,2,1,0
7,79.2,0,0.0,30,1011.916667,0.0,0.018285714,12.9058765,0.0,9,2,2,4,4,2,0,0
10,197.1666667,0,0.0,35,1078.727778,0.0,0.010452962,39.75577236,0.0,6,2,2,3,3,2,0,0
2,114.0,0,0.0,24,368.3333333,0.092592593,0.114285714,0.0,0.4,6,3,2,4,3,2,0,0
8,204.1071429,0,0.0,15,347.7321429,0.0,0.012280702,18.08071442,0.0,7,1,1,1,2,0,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,7,3,2,1,13,2,0,0
4,441.1,0,0.0,20,249.8214286,0.0,0.0388,0.0,0.0,1,1,1,1,2,2,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,6,1,1,3,3,2,0,0
0,0.0,0,0.0,15,150.4,0.0,0.013333333,0.0,0.0,7,2,2,7,20,2,0,0
0,0.0,0,0.0,10,482.5,0.0,0.06,0.0,1.0,6,1,2,9,4,2,1,0
0,0.0,0,0.0,29,4279.966667,0.044827586,0.072413793,0.0,0.0,1,2,2,1,1,2,0,0
3,131.0,0,0.0,8,117.6666667,0.0,0.006666667,0.0,0.0,6,1,1,4,5,0,1,0
3,51.0,3,89.0,6,154.5,0.0,0.02,0.0,0.8,6,1,1,7,3,2,0,0
0,0.0,0,0.0,39,805.7916667,0.007692308,0.013846154,0.0,0.0,1,2,2,4,1,2,0,0
1,43.66666667,0,0.0,57,4555.02381,0.0,0.030621469,9.102937419,0.0,6,2,2,1,1,2,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,4,1,1,1,3,2,0,0
0,0.0,0,0.0,13,210.5,0.030769231,0.046153846,0.0,0.0,1,2,2,1,1,2,0,0
4,259.0,1,42.0,18,401.968254,0.0,0.017105263,0.0,0.0,6,1,1,3,3,2,0,0
6,450.4,0,0.0,6,72.9,0.0,0.028571429,0.0,0.0,6,2,2,9,5,0,0,0
