DayOfWeek,DepTime,ArrTime,CRSArrTime,FlightNum,ActualElapsedTime,CRSElapsedTime,AirTime,DepDelay,Distance,TaxiIn,TaxiOut,Cancelled,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,ArrDelay
5,1640,1644,1342,6159,64,57,31,175,137,14,19,0,0,0,133,7,0,42,182
7,609,714,655,3638,65,65,47,19,313,10,8,0,0,19,0,0,0,0,19
6,1558,1652,1635,98,54,55,37,18,224,4,13,0,0,0,0,0,0,17,17
3,1956,2332,2200,812,156,155,134,91,1046,7,15,0,0,0,0,73,0,19,92
6,1921,2057,1950,1142,96,120,82,91,595,5,9,0,0,0,4,63,0,0,67
1,1812,2038,2000,3049,86,75,62,27,370,6,18,0,0,0,0,38,0,0,38
3,1356,1726,1605,5990,150,151,126,82,1009,5,19,0,0,0,0,81,0,0,81
7,1322,1647,1603,312,145,143,132,42,954,3,10,0,0,7,0,2,0,35,44
6,2111,2238,2138,717,147,153,123,66,888,6,18,0,0,60,0,0,0,0,60
5,1319,1427,1355,1676,68,65,55,29,296,4,9,0,0,0,0,3,0,29,32
7,2236,10,2328,4775,94,123,78,71,617,3,13,0,0,0,42,0,0,0,42
1,1347,1616,1435,630,149,160,123,112,944,13,13,0,0,0,0,101,0,0,101
3,1336,1914,1845,1144,218,210,174,21,1464,24,20,0,0,3,0,8,0,18,29
1,1904,100,2250,578,236,228,208,122,1739,6,22,0,0,0,0,8,0,122,130
3,1825,2013,1845,1249,168,175,150,95,1024,5,13,0,0,2,0,0,0,86,88
3,2222,2312,2240,375,110,100,83,22,551,4,23,0,0,5,0,10,0,17,32
5,1542,1841,1732,6675,119,137,99,87,844,9,11,0,0,69,0,0,0,0,69
4,1214,1519,1409,477,305,250,269,15,1723,2,34,0,0,7,0,55,0,8,70
1,934,1049,1005,5772,75,65,47,34,173,8,20,0,0,44,0,0,0,0,44
3,2202,3,2120,504,121,85,63,127,448,3,55,0,0,0,127,36,0,0,163
5,1036,1119,1058,4268,43,52,22,30,106,3,18,0,0,21,0,0,0,0,21
7,2016,2309,2156,174,113,117,92,77,642,7,14,0,0,22,0,0,0,51,73
4,1116,1308,1230,3253,112,100,92,26,569,6,14,0,0,23,0,12,0,3,38
7,1645,1805,1625,3939,80,85,57,105,391,6,17,0,0,100,0,0,0,0,100
2,1712,1824,1505,1251,72,75,60,202,393,3,9,0,0,8,0,0,0,191,199
5,1710,1821,1730,41,71,60,52,40,239,5,14,0,0,0,0,49,0,2,51
4,1652,1853,1827,919,241,227,206,12,1452,9,26,0,0,12,0,14,0,0,26
3,1147,1413,1354,5846,86,84,62,17,412,5,19,0,0,0,0,0,0,19,19
2,907,1007,702,1140,60,62,42,187,215,9,9,0,0,185,0,0,0,0,185
5,840,1143,935,298,183,125,145,70,679,6,32,0,0,0,0,128,0,0,128
7,1315,1543,1520,3676,148,150,127,25,821,11,10,0,0,0,0,0,0,23,23
2,2351,121,2010,1337,150,150,128,311,838,4,18,0,0,0,167,0,0,144,311
2,2032,2327,2131,174,115,114,85,115,642,8,22,0,0,9,0,1,0,106,116
1,934,1114,1014,573,100,87,64,47,447,2,34,0,0,0,0,13,0,47,60
3,2012,2138,1948,1931,86,78,63,102,185,4,19,0,0,102,0,8,0,0,110
3,1600,1908,1722,684,128,138,94,116,733,5,29,0,0,0,0,31,0,75,106
2,725,725,605,4343,60,65,45,85,177,5,10,0,0,80,0,0,0,0,80
5,1041,1102,851,652,81,86,56,136,338,5,20,0,0,131,0,0,0,0,131
3,1735,1917,1832,1017,102,117,85,60,590,6,11,0,0,0,0,0,0,45,45
5,1740,1847,1820,2266,67,70,52,30,303,4,11,0,0,1,0,0,0,26,27
6,1305,1319,1150,4287,74,85,50,100,286,11,13,0,0,0,0,0,0,89,89
2,1142,1255,1219,106,73,69,39,32,236,6,28,0,0,4,0,4,0,28,36
2,1932,2228,1928,4559,116,118,80,182,633,12,24,0,0,180,0,0,0,0,180
5,850,1019,923,337,89,83,64,50,334,3,22,0,0,0,0,9,0,47,56
4,1834,2006,1945,2536,152,150,115,19,675,3,34,0,0,1,0,2,0,18,21
7,1733,1845,1815,656,132,130,119,28,717,4,9,0,0,0,0,2,0,28,30
1,2111,2227,2210,2188,76,70,44,11,214,9,23,0,0,11,0,6,0,0,17
4,1830,2012,1945,1005,162,165,135,30,867,5,22,0,0,5,0,0,0,22,27
4,2155,30,2216,820,155,166,134,145,1013,3,18,0,0,134,0,0,0,0,134
1,739,938,840,4065,179,175,166,54,849,5,8,0,0,0,0,58,0,0,58
6,1942,2213,2140,568,151,145,138,27,883,6,7,0,0,15,0,6,0,12,33
5,2057,2201,2100,2723,64,70,54,67,358,2,8,0,0,47,0,0,0,14,61
4,2036,2203,2010,1750,87,85,72,111,479,5,10,0,0,0,0,2,0,111,113
3,1514,1643,1515,333,149,160,111,99,733,8,30,0,0,0,0,43,0,45,88
4,1639,1807,1745,1752,88,90,78,24,444,3,7,0,0,17,0,0,0,5,22
6,1028,1332,1204,638,124,124,99,88,719,9,16,0,0,14,0,0,0,74,88
1,1729,1949,1820,3916,140,94,68,43,410,7,65,0,0,0,89,0,0,0,89
3,1638,1852,1830,2210,254,270,236,38,1751,5,13,0,0,0,0,0,0,22,22
2,1000,1200,1121,4626,60,56,40,35,147,12,8,0,0,0,0,39,0,0,39
7,851,1431,1413,386,220,228,203,26,1703,7,10,0,0,12,0,6,0,0,18
1,1725,2043,1715,2676,138,110,104,180,577,4,30,0,0,0,143,28,0,37,208
4,1914,2026,2010,1088,72,80,60,24,419,4,8,0,0,0,0,0,0,16,16
6,1830,2001,1820,3844,91,85,74,95,386,4,13,0,0,10,0,6,0,85,101
7,1139,1436,1330,1417,237,195,204,24,1197,7,26,0,0,0,0,66,0,0,66
4,1848,1907,1850,2784,79,80,68,18,369,2,9,0,0,17,0,0,0,0,17
3,1843,2120,1935,4918,97,93,73,101,449,9,15,0,0,0,0,105,0,0,105
5,1327,1437,1415,3068,70,75,57,27,337,4,9,0,0,8,0,0,0,14,22
7,1842,1931,1915,43,49,50,35,17,187,3,11,0,0,16,0,0,0,0,16
5,2150,2237,2220,3517,47,50,30,20,180,4,13,0,0,7,0,0,0,10,17
5,1632,2009,1910,2318,157,160,134,62,1009,12,11,0,0,0,0,44,0,15,59
5,2013,2319,2200,1710,186,192,143,85,1069,19,24,0,0,0,0,69,0,10,79
5,2044,2114,2035,376,30,30,18,39,102,6,6,0,0,0,0,0,0,39,39
4,1128,1322,1230,1125,114,130,101,68,680,3,10,0,0,2,0,0,0,50,52
7,1149,1333,1135,6045,104,105,80,119,462,5,19,0,0,118,0,0,0,0,118
5,1423,1752,1717,228,149,140,131,26,910,9,9,0,0,5,0,30,0,0,35
5,1258,1404,1214,3881,126,119,100,103,615,4,22,0,0,103,0,7,0,0,110
2,1740,143,2359,20,303,334,281,135,2586,7,15,0,0,29,0,0,0,75,104
7,2237,112,2019,1554,95,84,56,282,425,26,13,0,0,4,0,11,0,278,293
5,1803,1957,1913,38,114,98,60,28,264,5,49,0,0,12,0,16,0,16,44
6,1603,1637,1614,153,94,80,45,9,235,3,46,0,0,0,0,23,0,0,23
1,2052,2227,2050,1415,215,215,202,97,1464,3,10,0,0,0,23,0,0,74,97
7,1500,1654,1510,4703,114,112,89,102,508,11,14,0,0,102,0,2,0,0,104
1,1727,1845,1830,413,198,190,179,7,1140,8,11,0,0,6,0,8,0,1,15
5,2307,39,2235,1274,92,90,72,122,414,4,16,0,0,0,0,2,0,122,124
5,2126,2314,2252,48,288,325,264,59,2089,7,17,0,0,3,0,0,0,19,22
3,1334,1512,1455,1168,98,100,79,19,583,5,14,0,0,4,0,0,0,13,17
5,758,953,915,593,115,110,93,33,631,13,9,0,0,33,0,5,0,0,38
5,1406,1649,1634,366,103,109,88,21,590,3,12,0,0,0,0,0,0,15,15
4,1726,1933,1900,316,127,125,104,31,671,5,18,0,0,13,0,2,0,18,33
4,1734,1846,1810,2817,132,120,102,24,588,6,24,0,0,0,0,12,0,24,36
7,2007,2222,2118,1237,135,128,105,57,679,15,15,0,0,0,0,7,0,57,64
7,1346,1451,1227,425,65,72,51,151,349,5,9,0,0,107,0,0,0,37,144
7,743,923,750,4372,160,130,116,63,594,22,22,0,0,63,0,30,0,0,93
5,2223,2330,2310,533,187,185,172,18,1171,3,12,0,0,18,0,2,0,0,20
3,1304,1417,1335,4622,73,70,47,39,187,10,16,0,0,0,0,3,0,39,42
4,1723,1922,1900,3860,119,130,106,33,626,5,8,0,0,0,0,0,0,22,22
1,1054,1336,1159,415,222,159,162,34,967,8,52,0,0,0,0,94,0,3,97
6,1111,1408,1337,706,177,158,141,12,946,6,30,0,0,12,0,19,0,0,31
6,1128,1409,1157,6069,221,127,140,38,599,7,74,0,0,0,0,132,0,0,132
6,1151,1315,1130,5772,84,65,56,86,173,4,24,0,0,0,0,0,0,105,105
5,1538,1727,1642,1781,109,122,92,58,544,4,13,0,0,0,0,0,0,45,45
4,1917,2057,1930,4096,100,45,40,32,67,4,56,0,0,0,0,60,0,27,87
1,1920,2140,2015,1445,320,295,300,60,2136,9,11,0,0,37,0,25,0,23,85
4,1952,2158,2138,1146,66,68,42,22,240,2,22,0,0,13,0,0,0,7,20
7,213,321,2355,1586,68,100,56,238,448,3,9,0,0,206,0,0,0,0,206
3,1911,2046,1825,2721,95,100,82,146,491,4,9,0,0,0,0,0,0,141,141
4,1035,1311,1105,478,216,190,164,100,1189,4,48,0,0,100,0,26,0,0,126
7,1147,1256,1240,2273,69,65,58,12,308,5,6,0,0,3,0,4,0,9,16
3,1703,1913,1715,685,190,155,139,83,964,7,44,0,0,0,38,35,0,45,118
2,1954,2216,2154,1506,142,169,119,49,1111,9,14,0,0,0,0,0,0,22,22
5,1731,1831,1805,169,60,60,48,26,279,3,9,0,0,0,0,0,0,26,26
2,1945,2051,1825,6275,66,65,36,145,109,8,22,0,0,0,0,146,0,0,146
6,2255,30,2326,933,215,221,199,70,1452,4,12,0,0,64,0,0,0,0,64
5,1400,1746,1715,1698,166,165,143,30,1217,5,18,0,0,6,0,1,0,24,31
5,1752,1945,1930,1865,173,170,152,12,972,3,18,0,0,0,0,3,0,12,15
4,1903,1856,1747,4162,53,57,32,73,134,3,18,0,0,19,0,0,0,50,69
1,2018,103,33,140,345,343,320,28,2551,9,16,0,0,23,0,2,0,5,30
2,1741,2010,1935,67,149,150,110,36,802,16,23,0,0,5,0,0,0,30,35
4,1454,1627,1600,1224,93,105,83,39,601,4,6,0,0,12,0,0,0,15,27
2,2023,31,2105,807,248,200,173,158,1069,6,69,0,0,16,0,48,0,142,206
6,1212,1505,1403,111,293,268,276,37,1745,4,13,0,0,0,0,25,0,37,62
4,2202,26,2356,310,84,91,66,37,473,3,15,0,0,0,0,0,0,30,30
5,1024,1407,1345,4514,163,165,142,24,1100,8,13,0,0,6,0,0,0,16,22
2,838,1146,1125,460,128,135,112,28,927,6,10,0,0,21,0,0,0,0,21
7,631,821,755,4803,110,95,78,11,457,10,22,0,0,11,0,15,0,0,26
2,1059,1446,1355,1273,587,585,563,49,4502,8,16,0,0,49,0,2,0,0,51
3,827,948,931,369,201,207,173,23,1199,4,24,0,0,17,0,0,0,0,17
7,2131,2251,2124,5437,80,86,56,93,267,13,11,0,0,0,0,0,0,87,87
6,1741,1837,1750,576,56,65,44,56,236,3,9,0,0,2,0,0,0,45,47
6,1258,1519,1453,820,141,123,96,8,679,5,40,0,0,8,0,18,0,0,26
4,1459,1721,1640,3748,82,65,44,24,256,5,33,0,0,0,0,17,0,24,41
1,902,1056,1015,5921,114,112,84,39,557,4,26,0,0,0,0,2,0,39,41
4,1242,1354,1023,3263,72,68,42,207,181,3,27,0,0,0,207,4,0,0,211
3,1025,1312,1251,4588,107,110,85,24,674,9,13,0,0,21,0,0,0,0,21
4,1757,2100,2025,937,363,365,339,37,2419,4,20,0,0,35,0,0,0,0,35
5,1823,13,2300,382,230,240,217,83,1855,5,8,0,0,73,0,0,0,0,73
5,1916,2041,2025,642,85,85,72,16,404,6,7,0,0,0,0,0,0,16,16
2,1231,1421,1400,4006,50,50,31,21,137,4,15,0,0,0,0,0,0,21,21
2,1305,1406,1310,26,61,60,45,55,276,6,10,0,0,26,0,1,0,29,56
4,1032,1429,1303,130,177,113,89,22,641,9,79,0,0,9,1,76,0,0,86
4,856,1152,1116,771,176,161,148,21,899,5,23,0,0,21,0,15,0,0,36
2,1837,154,100,2732,257,285,234,82,2176,11,12,0,0,37,0,0,0,17,54
1,1906,2148,2005,4135,102,60,34,61,177,6,62,0,0,0,3,42,0,58,103
7,1522,1629,859,4330,127,139,101,462,622,11,15,0,0,450,0,0,0,0,450
1,1016,1440,1350,4873,204,175,147,21,1147,6,51,0,0,0,0,50,0,0,50
6,1241,2030,1950,1520,289,285,237,36,2342,29,23,0,0,33,0,4,0,3,40
3,2150,2326,2240,1469,156,135,134,25,804,7,15,0,0,25,0,21,0,0,46
4,2203,2248,2231,2798,45,41,24,13,107,3,18,0,0,13,0,4,0,0,17
2,1433,1629,1513,5894,56,63,35,83,177,9,12,0,0,0,0,0,0,76,76
5,2310,24,2358,376,74,58,42,10,224,9,23,0,0,10,0,16,0,0,26
4,2258,700,613,192,302,318,276,63,2611,6,20,0,0,36,0,0,0,11,47
3,1818,26,2202,321,248,225,199,121,1515,30,19,0,0,0,0,144,0,0,144
5,1053,1201,1140,3580,68,60,53,13,223,3,12,0,0,6,0,8,0,7,21
3,1711,1821,1710,3147,70,70,61,71,337,3,6,0,0,0,0,0,0,71,71
3,2136,27,2355,792,231,230,215,31,1565,4,12,0,0,0,0,1,0,31,32
2,1900,2005,1945,1027,125,125,102,20,641,8,15,0,0,4,0,0,0,16,20
6,620,658,628,6407,38,46,27,38,158,3,8,0,0,30,0,0,0,0,30
2,951,1250,1030,1133,299,270,247,111,1605,10,42,0,0,111,0,29,0,0,140
3,1115,1453,1255,2,158,175,142,135,1180,8,8,0,0,118,0,0,0,0,118
3,213,538,252,723,145,152,131,173,1129,3,11,0,0,0,0,0,0,166,166
5,2321,753,635,192,332,330,314,76,2611,5,13,0,0,15,0,2,0,61,78
3,953,1247,1220,1200,114,110,90,23,641,15,9,0,0,0,0,5,0,22,27
6,936,1115,1100,4649,99,105,66,21,416,2,31,0,0,6,0,0,0,9,15
6,1424,1721,1620,3677,297,275,282,39,1750,7,8,0,0,39,0,22,0,0,61
1,1956,2058,2005,114,62,80,50,71,238,4,8,0,0,0,0,4,0,49,53
6,2132,443,415,46,311,300,295,17,2486,6,10,0,0,17,0,11,0,0,28
1,1705,2004,1935,1392,119,135,93,45,719,13,13,0,0,0,7,0,0,22,29
4,1854,2110,2045,473,196,200,172,29,1119,7,17,0,0,2,0,0,0,23,25
1,2244,153,2356,828,129,131,105,119,867,7,17,0,0,37,0,0,0,80,117
6,2056,2203,2140,1003,67,75,56,31,365,3,8,0,0,0,0,0,0,23,23
2,1009,1227,1205,2336,138,135,100,19,802,7,31,0,0,0,7,3,0,12,22
1,1007,1141,1110,3583,94,100,71,37,603,5,18,0,0,31,0,0,0,0,31
5,1932,2051,2029,4390,79,74,50,17,268,13,16,0,0,0,0,5,0,17,22
6,1057,1211,1142,1659,74,82,41,37,227,22,11,0,0,1,0,28,0,0,29
7,1627,1915,1801,1156,108,114,88,80,639,4,16,0,0,0,0,0,0,74,74
3,823,912,845,697,109,103,78,21,412,5,26,0,0,21,0,6,0,0,27
3,1613,2101,2015,1974,228,225,186,43,1562,3,39,0,0,9,0,3,0,34,46
1,1751,2106,2010,560,135,138,107,59,853,18,10,0,0,0,0,10,0,46,56
3,1650,1827,1755,102,97,85,75,20,446,7,15,0,0,0,0,12,0,20,32
5,1626,1727,1700,3393,61,65,46,31,282,3,12,0,0,10,0,0,0,17,27
6,1439,1611,1535,256,92,80,65,24,353,5,22,0,0,0,0,12,0,24,36
4,2319,114,2340,4912,115,130,103,109,793,4,8,0,0,68,0,26,0,0,94
3,1249,1340,1325,26,51,55,42,19,239,3,6,0,0,13,0,0,0,2,15
3,2004,2322,2300,3371,138,130,110,14,812,6,22,0,0,14,0,8,0,0,22
5,2227,2322,1645,33,55,55,46,397,276,2,7,0,0,0,19,0,0,378,397
7,1404,1642,1559,5714,98,98,73,43,348,3,22,0,0,0,0,0,0,43,43
1,1202,1322,1220,4290,80,90,69,72,409,4,7,0,0,0,0,0,0,62,62
6,1810,2056,2030,2479,226,225,210,25,1471,6,10,0,0,0,0,1,0,25,26
2,1237,1601,1440,1222,144,84,124,21,425,8,12,0,0,0,0,60,0,21,81
4,1533,1656,1459,6000,83,92,61,126,438,8,14,0,0,117,0,0,0,0,117
2,52,204,2345,4761,72,75,46,142,213,4,22,0,0,0,0,0,0,139,139
4,1119,1343,1323,1161,324,319,289,15,2092,7,28,0,0,15,0,5,0,0,20
4,1404,1508,1453,332,64,61,45,12,224,6,13,0,0,4,0,3,0,8,15
2,2015,2035,1935,343,80,80,57,60,370,7,16,0,0,58,0,0,0,2,60
1,1551,1933,1735,4002,162,163,117,119,991,4,41,0,0,118,0,0,0,0,118
3,1807,1818,1739,4366,71,82,58,50,350,4,9,0,0,39,0,0,0,0,39
4,1407,1650,1303,6760,103,76,53,200,286,7,43,0,0,0,0,0,0,227,227
3,921,1032,1010,2003,131,130,118,21,759,6,7,0,0,21,0,1,0,0,22
6,1501,1631,1615,1525,150,145,123,11,813,6,21,0,0,11,0,5,0,0,16
2,1650,1813,1743,1266,83,83,52,30,356,7,24,0,0,30,0,0,0,0,30
3,1445,1714,1525,3832,209,195,183,95,1166,6,20,0,0,0,0,23,0,86,109
4,1832,2021,1930,1290,169,180,152,62,1139,7,10,0,0,10,0,0,0,41,51
4,2153,2302,2206,1568,249,246,229,53,1678,5,15,0,0,0,22,3,0,31,56
4,910,1040,1008,6452,90,89,68,31,451,5,17,0,0,31,0,1,0,0,32
5,2135,2142,2024,1400,67,84,48,95,329,6,13,0,0,78,0,0,0,0,78
5,2201,2255,2230,657,114,105,91,16,569,8,15,0,0,11,0,9,0,5,25
3,1024,1110,934,3771,106,122,90,112,630,3,13,0,0,96,0,0,0,0,96
3,926,950,932,721,84,97,70,31,472,6,8,0,0,18,0,0,0,0,18
6,1421,2041,1909,814,260,229,195,61,1652,42,23,0,0,0,0,31,0,61,92
7,1906,2150,2100,2727,164,155,138,41,1011,18,8,0,0,0,0,9,0,41,50
5,1602,1716,1645,2732,74,65,51,22,236,4,19,0,0,6,0,9,0,16,31
4,1600,1832,1750,505,92,100,79,50,588,6,7,0,0,9,0,0,0,33,42
2,2125,2230,2156,3953,125,116,97,25,574,4,24,0,0,34,0,0,0,0,34
5,1920,2209,2029,1561,169,154,127,85,745,11,31,0,0,1,0,20,0,79,100
4,2147,2308,2245,2721,81,80,64,22,386,3,14,0,0,8,0,1,0,14,23
6,1716,2044,2000,5854,148,164,132,60,1013,7,9,0,0,0,0,0,0,44,44
1,1650,1812,1750,1567,82,86,58,26,356,9,15,0,0,0,0,0,0,22,22
1,1917,2219,2046,624,122,106,79,77,612,2,41,0,0,0,24,16,0,53,93
6,1113,1231,1129,6337,78,76,57,60,329,7,14,0,0,0,0,0,0,62,62
4,30,811,700,262,281,280,256,70,2342,8,17,0,0,3,0,1,0,67,71
2,1848,2041,1955,1469,173,165,155,38,1062,8,10,0,0,0,0,9,0,37,46
5,1226,1400,1335,1102,94,95,79,26,448,5,10,0,0,0,0,0,0,25,25
3,733,841,825,3851,68,80,51,28,383,3,14,0,0,16,0,0,0,0,16
3,1104,1431,1215,3727,147,150,127,139,999,4,16,0,0,122,0,0,0,14,136
6,2032,2314,2150,3203,162,175,148,97,1093,2,12,0,0,79,0,0,0,5,84
1,1715,1815,1800,38,60,65,50,20,293,3,7,0,0,0,0,0,0,15,15
5,1332,1627,1604,575,175,174,150,22,1050,6,19,0,0,22,0,1,0,0,23
6,1446,1651,1635,718,125,130,103,21,718,5,17,0,0,8,0,0,0,8,16
6,1728,1846,1820,2367,138,150,125,38,883,6,7,0,0,11,0,0,0,15,26
5,1856,2039,1850,651,163,160,120,106,719,6,37,0,0,0,0,4,0,105,109
6,1751,1841,1803,1491,110,113,91,41,629,7,12,0,0,22,0,0,0,16,38
4,1751,1919,1900,1872,88,90,71,21,407,6,11,0,0,0,0,0,4,15,19
5,1453,1826,1705,2224,153,155,132,83,1103,4,17,0,0,81,0,0,0,0,81
2,1858,2045,2010,1469,167,175,151,43,1048,3,13,0,0,0,0,0,0,35,35
4,1141,1533,1420,731,292,255,233,36,1389,6,53,0,0,36,0,37,0,0,73
6,1055,1644,1600,1608,229,237,211,52,1703,6,12,0,0,0,44,0,0,0,44
2,1536,1918,1740,902,222,180,152,56,1090,17,53,0,0,0,0,52,0,46,98
6,949,1050,1023,6473,121,118,101,24,677,5,15,0,0,24,0,3,0,0,27
7,2128,2235,2105,3517,67,75,56,98,361,5,6,0,0,0,0,0,0,90,90
2,2005,2258,2235,452,113,124,96,34,775,4,13,0,0,0,0,0,0,23,23
3,1432,1605,1450,3941,93,90,71,72,438,5,17,0,0,0,0,36,0,39,75
5,1810,1854,1825,57,44,50,33,35,177,2,9,0,0,2,0,0,0,27,29
6,1143,1342,1256,1106,119,101,70,28,448,5,44,0,0,18,0,18,0,10,46
3,852,1005,933,3011,73,78,55,37,209,6,12,0,0,32,0,0,0,0,32
6,1140,1240,1150,4202,60,60,36,50,215,7,17,0,0,0,0,0,0,50,50
5,1526,1716,1700,563,230,235,214,21,1448,6,10,0,0,2,0,0,0,14,16
4,1648,1959,1915,257,371,355,333,28,2248,14,24,0,0,10,0,16,0,18,44
5,937,1125,1057,165,108,86,68,6,386,9,31,0,0,6,0,22,0,0,28
2,1352,1628,1558,1470,96,107,76,41,602,8,12,0,0,30,0,0,0,0,30
4,1300,1816,1707,374,196,207,171,80,1504,4,21,0,0,59,0,0,0,10,69
6,1957,2112,2015,1518,75,80,50,62,238,8,17,0,0,0,0,57,0,0,57
6,1127,1245,1230,3667,78,70,54,7,223,1,23,0,0,15,0,0,0,0,15
6,1746,2033,1956,1129,167,161,150,31,892,4,13,0,0,20,0,6,0,11,37
5,2040,2209,1935,1035,89,95,76,160,468,5,8,0,0,0,0,0,0,154,154
1,1627,1729,1635,43,62,65,52,57,296,4,6,0,0,54,0,0,0,0,54
1,823,1233,1155,788,190,210,170,58,1501,3,17,0,0,38,0,0,0,0,38
5,834,1134,1040,4564,120,120,105,54,868,5,10,0,0,54,0,0,0,0,54
5,648,759,730,2819,131,120,90,18,590,4,37,0,0,0,18,11,0,0,29
3,1505,1757,1719,460,112,122,90,48,723,3,19,0,0,0,0,0,0,38,38
2,1848,2051,1950,827,123,130,112,68,786,2,9,0,0,0,0,0,0,61,61
6,1153,1230,1141,6839,37,51,26,63,125,5,6,0,0,0,0,0,0,49,49
7,2229,7,2341,791,98,101,73,29,546,2,23,0,0,26,0,0,0,0,26
5,1925,2122,2032,1774,117,112,79,45,533,7,31,0,0,0,0,50,0,0,50
3,2204,8,2340,3918,124,130,95,34,650,14,15,0,0,0,0,0,0,28,28
2,1042,1131,910,4401,49,60,38,152,135,5,6,0,0,0,0,141,0,0,141
3,711,825,806,64,74,86,60,31,372,4,10,0,0,12,0,0,0,7,19
2,1251,1417,1200,19,86,60,45,111,239,30,11,0,0,17,0,26,0,94,137
5,2300,32,2135,788,92,95,68,180,468,5,19,0,0,41,0,0,0,136,177
7,2153,12,2129,614,139,157,118,181,866,11,10,0,0,0,0,0,0,163,163
7,1311,1442,1316,1987,91,116,79,111,529,4,8,0,0,86,0,0,0,0,86
4,1312,1613,1405,1868,121,130,97,137,732,10,14,0,0,128,0,0,0,0,128
3,839,953,935,3664,74,70,56,14,237,5,13,0,0,14,0,4,0,0,18
1,27,800,700,276,273,285,239,72,2342,7,27,0,0,32,0,0,0,28,60
1,2214,2320,2103,3313,66,53,50,124,113,7,9,0,0,84,0,13,0,40,137
1,1840,1930,1910,3670,50,65,40,35,228,6,4,0,0,0,0,0,0,20,20
7,2049,2205,2126,576,76,81,55,44,391,12,9,0,0,33,0,6,0,0,39
2,940,1131,1042,789,291,277,266,35,1900,5,20,0,0,23,0,14,0,12,49
4,1246,1349,1310,2299,63,70,53,46,337,4,6,0,0,0,0,0,0,39,39
4,2338,814,750,150,336,325,305,13,2704,10,21,0,0,0,0,11,0,13,24
1,1534,1758,1739,1812,144,144,120,19,859,5,19,0,0,19,0,0,0,0,19
4,2013,55,25,601,162,140,136,8,1020,5,21,0,0,8,0,22,0,0,30
4,2116,2318,2209,2188,122,69,43,16,214,7,72,0,0,0,0,53,0,16,69
5,2210,2335,2148,785,85,88,68,110,447,4,13,0,0,0,11,0,0,96,107
2,1851,2005,1910,264,74,85,56,66,387,4,14,0,0,48,0,0,0,7,55
3,1924,2049,2025,2784,85,75,63,14,358,4,18,0,0,0,0,10,0,14,24
5,1058,1112,1045,2811,74,75,59,28,331,6,9,0,0,0,0,0,0,27,27
3,2140,2306,2110,4677,86,95,70,125,532,5,11,0,0,28,0,0,0,88,116
6,746,938,900,73,112,98,88,24,571,4,20,0,0,0,0,14,0,24,38
4,1553,1850,1705,4825,237,215,183,83,1147,5,49,0,0,0,0,22,0,83,105
4,1251,1430,1310,245,159,154,145,75,948,5,9,0,0,75,0,5,0,0,80
2,1309,1419,1315,2012,70,65,45,59,256,8,17,0,0,0,0,5,0,59,64
6,1939,2141,2035,5738,122,118,94,62,462,4,24,0,0,62,0,4,0,0,66
5,1359,1503,1445,818,64,65,48,19,226,7,9,0,0,0,0,0,0,18,18
5,823,1156,1039,1529,213,189,178,53,1173,4,31,0,0,0,4,24,0,49,77
3,1746,2004,1835,2814,78,75,53,86,331,6,19,0,0,0,0,3,0,86,89
4,1153,1258,1240,2709,185,185,176,18,1312,2,7,0,0,11,0,0,0,7,18
1,1632,1800,1655,4548,88,80,54,57,377,4,30,0,0,0,57,8,0,0,65
1,2319,29,2140,4123,70,50,35,149,135,5,30,0,0,149,0,20,0,0,169
3,1215,1422,1350,2344,127,135,108,40,802,7,12,0,0,0,2,0,0,30,32
4,1148,1939,1857,101,291,272,265,23,1946,9,17,0,0,23,0,19,0,0,42
2,1630,1754,1725,72,84,70,49,15,209,3,32,0,0,4,0,14,0,11,29
5,1402,1546,1505,4453,164,165,136,42,783,12,16,0,0,27,0,0,0,14,41
2,1900,2221,2003,547,201,173,151,110,1024,2,48,0,0,0,0,28,0,110,138
5,1227,1544,1400,1868,137,120,103,87,732,19,15,0,0,87,0,17,0,0,104
5,1034,1253,1150,4780,139,120,85,44,644,5,49,0,0,5,39,19,0,0,63
7,1346,1635,1532,854,169,154,145,48,954,5,19,0,0,10,0,15,0,38,63
5,1937,2246,2214,1085,189,189,154,32,1090,5,30,0,0,21,0,0,0,11,32
5,1833,2034,1559,4014,181,170,158,264,991,6,17,0,0,264,0,11,0,0,275
1,1742,1853,1700,984,71,80,59,122,238,4,8,0,0,0,0,95,0,18,113
7,1350,1525,1500,4484,95,100,81,30,409,5,9,0,0,0,0,0,0,25,25
5,1539,1837,1554,779,298,280,273,145,1754,10,15,0,0,0,0,21,0,142,163
4,1438,1553,1530,2907,75,80,61,28,386,4,10,0,0,3,0,0,0,20,23
6,1633,1931,1515,4560,178,115,109,193,612,3,66,0,0,0,193,63,0,0,256
5,831,945,905,2886,74,70,51,36,296,2,21,0,0,36,0,4,0,0,40
1,643,804,735,497,141,125,125,13,680,7,9,0,0,13,0,16,0,0,29
5,1914,2143,1935,564,209,205,179,124,1182,9,21,0,0,0,0,15,0,113,128
6,832,1142,1016,1441,190,166,141,62,1013,6,43,0,0,12,0,24,0,50,86
4,1728,1757,1740,1240,89,80,80,8,369,3,6,0,0,2,0,9,0,6,17
